type,status,id,title,slug,date,modified,content_length,link
popup,publish,1508,Example: Auto-opening announcement popup,example-auto-opening-announcement-popup,2025-02-28 11:14:21,2025-02-28 11:14:21,130,https://jsmcooperative.wpcomstaging.com/?post_type=popup&p=1508
popup_theme,publish,1507,Content Only - For use with page builders or block editor,content-only,2025-02-28 11:14:20,2025-02-28 11:14:20,0,https://jsmcooperative.wpcomstaging.com/?post_type=popup_theme&p=1507
popup_theme,publish,1504,Cutting Edge,cutting-edge,2025-02-28 11:14:20,2025-02-28 11:14:20,0,https://jsmcooperative.wpcomstaging.com/?post_type=popup_theme&p=1504
popup_theme,publish,1500,Default Theme,default-theme,2025-02-28 11:14:20,2025-02-28 11:14:20,0,https://jsmcooperative.wpcomstaging.com/?post_type=popup_theme&p=1500
popup_theme,publish,1502,Enterprise Blue,enterprise-blue,2025-02-28 11:14:20,2025-02-28 11:14:20,0,https://jsmcooperative.wpcomstaging.com/?post_type=popup_theme&p=1502
popup_theme,publish,1506,Floating Bar - Soft Blue,floating-bar,2025-02-28 11:14:20,2025-02-28 11:14:20,0,https://jsmcooperative.wpcomstaging.com/?post_type=popup_theme&p=1506
popup_theme,publish,1505,Framed Border,framed-border,2025-02-28 11:14:20,2025-02-28 11:14:20,0,https://jsmcooperative.wpcomstaging.com/?post_type=popup_theme&p=1505
popup_theme,publish,1503,Hello Box,hello-box,2025-02-28 11:14:20,2025-02-28 11:14:20,0,https://jsmcooperative.wpcomstaging.com/?post_type=popup_theme&p=1503
popup_theme,publish,1501,Light Box,lightbox,2025-02-28 11:14:20,2025-02-28 11:14:20,0,https://jsmcooperative.wpcomstaging.com/?post_type=popup_theme&p=1501
post,draft,360,Elementor #360,,2024-03-26 19:38:48,2024-03-26 19:38:48,0,https://jsmcooperative.wpcomstaging.com/?p=360
post,draft,1444,The Man in the Ballcap Goes Spanish: A New Chapter in Our Journey,,2025-11-22 21:15:06,2025-11-22 21:15:06,134809,https://jsmcooperative.wpcomstaging.com/?p=1444
post,publish,128,El Hombre de La Gorra de Béisbol,el-hombre-con-la-gorra,2023-12-26 03:08:28,2024-01-08 10:40:25,13361,https://jsmcooperative.wpcomstaging.com/2023/12/26/el-hombre-con-la-gorra/
post,publish,227,Embracing the Journey,embracing-the-journey,2024-01-03 21:25:02,2024-01-03 21:25:02,4441,https://jsmcooperative.wpcomstaging.com/2024/01/03/embracing-the-journey/
post,publish,583,Empowering Change: How Every Book Purchase Fuels Our Mission,empowering-change-how-every-book-purchase-fuels-our-mission,2024-04-04 17:16:37,2024-04-04 17:16:38,4654,https://jsmcooperative.wpcomstaging.com/2024/04/04/empowering-change-how-every-book-purchase-fuels-our-mission/
post,publish,23,"First Blog Post for JSM Cooperative: Announcing ""The Man in the Ballcap""",first-blog-post-for-jsm-cooperative-announcing-the-man-in-the-ballcap,2023-12-05 19:58:33,2024-03-19 09:42:31,6413,https://jsmcooperative.wpcomstaging.com/2023/12/05/first-blog-post-for-jsm-cooperative-announcing-the-man-in-the-ballcap/
post,publish,318,Marching Together: The Power of Community in the Fight Against Alzheimer's,marching-together-the-power-of-community-in-the-fight-against-alzheimers,2024-03-23 13:09:03,2024-04-01 17:00:09,7483,https://jsmcooperative.wpcomstaging.com/2024/03/23/marching-together-the-power-of-community-in-the-fight-against-alzheimers/
post,publish,153,Thanks from the JSM Cooperative,thanks-from-the-jsm-cooperative,2023-12-26 12:17:59,2024-01-03 21:09:40,4822,https://jsmcooperative.wpcomstaging.com/2023/12/26/thanks-from-the-jsm-cooperative/
post,publish,700,The Man in the Ballcap Goes Spanish: A New Chapter in Our Journey,the-man-in-the-ballcap-goes-spanish-a-new-chapter-in-our-journey,2024-05-01 12:07:56,2024-05-01 13:02:59,172620,https://jsmcooperative.wpcomstaging.com/2024/05/01/the-man-in-the-ballcap-goes-spanish-a-new-chapter-in-our-journey/
post,publish,277,"Turning Pages, Making Changes: JSM Cooperative's Leap to Tax-Exempt Status",turning-pages-making-changes-jsm-cooperatives-leap-to-tax-exempt-status,2024-03-19 09:46:04,2024-03-22 11:31:33,4548,https://jsmcooperative.wpcomstaging.com/2024/03/19/turning-pages-making-changes-jsm-cooperatives-leap-to-tax-exempt-status/
post,publish,252,🌟 Unveiling Mysteries &amp; Making a Difference: Join the Adventure with The Man in the Ballcap 📚✨,%f0%9f%8c%9f-unveiling-mysteries-making-a-difference-join-the-adventure-with-the-man-in-the-ballcap-%f0%9f%93%9a%e2%9c%a8,2024-02-22 23:11:23,2024-02-22 23:11:23,4453,https://jsmcooperative.wpcomstaging.com/2024/02/22/%f0%9f%8c%9f-unveiling-mysteries-making-a-difference-join-the-adventure-with-the-man-in-the-ballcap-%f0%9f%93%9a%e2%9c%a8/
wp_block,publish,2934,p1,p1,2025-09-09 02:59:40,2025-09-09 02:59:40,21812,https://jsmcooperative.wpcomstaging.com/2025/09/09/p1/
wp_global_styles,publish,16,Custom Styles,wp-global-styles-pub%2ffreddie,2023-12-05 18:34:38,2025-09-09 17:05:02,1133,https://jsmcooperative.wpcomstaging.com/2023/12/05/wp-global-styles-pub%2ffreddie/
wp_navigation,publish,30,Navigation,navigation,2023-12-05 19:59:47,2025-02-26 00:40:31,930,https://jsmcooperative.wpcomstaging.com/2023/12/05/navigation/
wp_template,publish,20,Front Page,front-page,2023-12-05 19:17:37,2025-11-29 23:43:45,58008,https://jsmcooperative.wpcomstaging.com/2023/12/05/front-page/
wp_template,publish,22,Page: 404,404,2023-12-05 19:32:06,2025-11-30 00:32:55,7629,https://jsmcooperative.wpcomstaging.com/2023/12/05/404/
wp_template,publish,62,Pages,page,2023-12-05 21:13:45,2025-11-30 00:09:15,11011,https://jsmcooperative.wpcomstaging.com/2023/12/05/page/
wp_template,publish,60,Single Posts,single,2023-12-05 21:12:36,2023-12-05 21:12:36,3501,https://jsmcooperative.wpcomstaging.com/2023/12/05/single/
wp_template,publish,59,Single item: Post,single-post,2023-12-05 21:10:14,2025-09-09 17:10:38,4633,https://jsmcooperative.wpcomstaging.com/2023/12/05/single-post/
wp_template,publish,655,Social Template,wp-custom-template-social-template,2024-04-07 13:01:26,2024-04-07 13:15:39,11526,https://jsmcooperative.wpcomstaging.com/2024/04/07/wp-custom-template-social-template/
wp_template,publish,49,page-sample-page,page-sample-page,2023-12-05 20:50:15,2024-02-22 23:21:16,4528,https://jsmcooperative.wpcomstaging.com/2023/12/05/page-sample-page/
wp_template_part,publish,2942,3,3,2025-09-09 03:43:14,2025-09-09 03:43:14,167,https://jsmcooperative.wpcomstaging.com/2025/09/09/3/
wp_template_part,publish,404,footer,footer,2024-03-27 00:15:43,2024-03-27 00:15:43,285,https://jsmcooperative.wpcomstaging.com/2024/03/27/footer/
wp_template_part,publish,2941,p2,p2,2025-09-09 03:21:20,2025-11-23 01:55:00,16561,https://jsmcooperative.wpcomstaging.com/2025/09/09/p2/
